gid,fips,name,centroid_x,centroid_y
518,08121,Washington,-103.202586964127,39.970155347559
519,13109,Evans,-81.8870104976106,32.1532884079098
520,13117,Forsyth,-84.1231558523933,34.2260593456891
521,27141,Sherburne,-93.7761751088456,45.4444720775614
522,28007,Attala,-89.5778986695056,33.0869533631402
523,54009,Brooke,-80.5791533183901,40.2736726304043
524,54057,Mineral,-78.9410472949101,39.4156086182763
525,18041,Fayette,-85.1779754073107,39.6368496194838
526,28119,Quitman,-90.2890800011989,34.2515757207939
527,26091,Lenawee,-84.0660373034342,41.8947515613038
529,20027,Clay,-97.1651363522419,39.3494603904739
530,29101,Johnson,-93.8069116787031,38.747196014139
531,20019,Chautauqua,-96.2454192012678,37.1499440479865
532,16009,Benewah,-116.661470800217,47.2164793135221
533,17169,Schuyler,-90.6111416316924,40.1571798017381
534,27095,Mille Lacs,-93.6323682254171,45.9370529708622
535,47143,Rhea,-84.930766430985,35.6053616131909
536,38015,Burleigh,-100.464430445439,46.9784490146269
537,40019,Carter,-97.2855248544011,34.2510375113972
538,32011,Eureka,-116.268320380047,39.9810086354138
539,04023,Santa Cruz,-110.84790882167,31.5250899784463
540,05121,Randolph,-91.0245553142584,36.341571400609
541,39037,Darke,-84.6194516970997,40.1341296646675
542,45043,Georgetown,-79.3320214117289,33.4344334192096
543,48315,Marion,-94.3566122989935,32.7986840901384
544,29047,Clay,-94.419076849906,39.3108207792504
545,51700,Newport News,-76.5132758477977,37.0770874247965
546,21139,Livingston,-88.3479752868601,37.2113745232072
555,24031,Montgomery,-77.2033582647436,39.1367257393406
556,27081,Lincoln,-96.2668816535799,44.4131188291426
557,37075,Graham,-83.8333986267341,35.3508688282069
547,02013,Aleutians East,-161.972014861077,55.3224912349345
548,06063,Plumas,-120.839265234165,40.0043461538254
549,13317,Wilkes,-82.7428426658869,33.7829282697233
550,13159,Jasper,-83.6884496429696,33.3153554258035
551,05031,Craighead,-90.6323572897457,35.830182832509
552,12099,Palm Beach,-80.4652898516804,26.6467005359871
553,18083,Knox,-87.419467075989,38.6886199242786
554,18051,Gibson,-87.583948100919,38.3063160364419
558,36027,Dutchess,-73.7435676872061,41.764859615461
559,36119,Westchester,-73.7574177603797,41.1627798924524
560,47013,Campbell,-84.1510855983209,36.4035551594594
561,48071,Chambers,-94.671545012379,29.7097201565055
562,48215,Hidalgo,-98.1829969630262,26.3941821681311
563,51193,Westmoreland,-76.8022087262282,38.1102396511335
564,01013,Butler,-86.6805919964113,31.7529763629224
565,02050,Bethel,-159.858382315236,60.910543787664
566,05001,Arkansas,-91.3727737737792,34.2914534888734
567,08035,Douglas,-104.930000983712,39.3313379638653
568,15005,Kalawao,-156.958359167835,21.1788251494558
570,20151,Pratt,-98.7392215330043,37.6478072917423
571,22053,Jefferson Davis,-92.8091114130998,30.2688675482281
572,37183,Wake,-78.6536114322121,35.7912022378992
573,37065,Edgecombe,-77.5943612740133,35.9126539834954
574,31123,Morrill,-103.006013604326,41.7179590787511
575,39149,Shelby,-84.2025767644006,40.3315990087136
576,39019,Carroll,-81.0917821264279,40.5789686014973
577,45085,Sumter,-80.3769027683374,33.9193072672392
578,51145,Powhatan,-77.9123753579056,37.5494325497274
579,47145,Roane,-84.5245846642626,35.8492235377662
580,48051,Burleson,-96.6215530400816,30.4927323473363
581,47079,Henry,-88.3012503958749,36.3316318202371
582,48349,Navarro,-96.4742876632221,32.0462068115815
583,47051,Franklin,-86.0924147102231,35.1564760679793
584,55109,St. Croix,-92.4500006805616,45.034374743641
585,20111,Lyon,-96.1527571490244,38.4557615640978
586,13305,Wayne,-81.9189527970246,31.5521368153322
587,48403,Sabine,-93.854404510885,31.3431880938651
588,55029,Door,-87.3000270668619,44.9585645779131
862,17103,Lee,-89.2997713172057,41.7458395123515
589,04007,Gila,-110.813734022928,33.8026172396673
590,12077,Liberty,-84.8829257970327,30.2376702029222
591,13237,Putnam,-83.3755289123027,33.3205611506421
592,19125,Marion,-93.0993478323924,41.3344510103682
593,20097,Kiowa,-99.2856536961654,37.5584869529303
594,29179,Reynolds,-90.9700992543163,37.3608595159975
595,22039,Evangeline,-92.3997509381333,30.730063266031
596,26037,Clinton,-84.6014615141875,42.9440055125932
597,27127,Redwood,-95.2520702068791,44.4055584417839
598,29215,Texas,-91.9656472658725,37.3172885928687
599,31137,Phelps,-99.4146511261406,40.511511422778
600,35061,Valencia,-106.811125881272,34.7166725458097
601,37159,Rowan,-80.5242387837238,35.6405171263665
602,15003,Honolulu,-157.971218183609,21.458031657597
603,20165,Rush,-99.3086398348577,38.5227527573346
604,21079,Garrard,-84.532914811327,37.6388792912826
605,26087,Lapeer,-83.2215314808591,43.09052506383
606,28099,Neshoba,-89.1172649237753,32.7533966433712
607,30073,Pondera,-112.225163987809,48.2277016185246
608,31009,Blaine,-99.9767784534069,41.9131171594335
609,37107,Lenoir,-77.6412642475468,35.240536452407
610,38049,McHenry,-100.641620729229,48.2318492903543
611,40133,Seminole,-96.616790463229,35.1647616119984
612,40017,Canadian,-97.9843666153479,35.5423583846616
613,42109,Snyder,-77.0684096467644,40.7712921527688
614,45089,Williamsburg,-79.7276720846668,33.6219084338526
615,48185,Grimes,-95.989213591151,30.5457817940391
616,48245,Jefferson,-94.1637366508631,29.8847740530997
617,48083,Coleman,-99.4524076558679,31.7673683397459
618,54041,Lewis,-80.4998866866627,38.9947411200831
619,56017,Hot Springs,-108.442317437697,43.7193065729677
620,17199,Williamson,-88.92994027089,37.730335111427
621,08081,Moffat,-108.207087577458,40.6181099861926
622,53025,Grant,-119.450152393168,47.2069854111351
623,21211,Shelby,-85.1942229988278,38.2147601911004
624,21193,Perry,-83.2292273113127,37.2502355304176
625,48473,Waller,-95.990117595097,30.0105844679558
626,30109,Wibaux,-104.251040438937,46.9592760627824
627,48115,Dawson,-101.947724214915,32.7425557156217
628,22009,Avoyelles,-92.0016224723422,31.0784437929784
629,48165,Gaines,-102.635329042568,32.7405528423883
630,26165,Wexford,-85.5771275606644,44.3385440347838
631,05081,Little River,-94.2321683863665,33.702283154153
632,13215,Muscogee,-84.871380893757,32.509220983986
633,16031,Cassia,-113.601540276782,42.2841697277025
634,18047,Franklin,-85.0606236251331,39.4142535059465
635,27055,Houston,-91.4914305723656,43.6712956496234
636,28109,Pearl River,-89.586772750621,30.7709093481987
637,31033,Cheyenne,-102.994169297706,41.2199935672403
638,36019,Clinton,-73.6787535152925,44.7453090464449
639,39123,Ottawa,-83.0940184970138,41.5378182588241
640,41049,Morrow,-119.584637102532,45.4183697406226
641,42083,McKean,-78.5647835804843,41.8093860170236
642,50025,Windham,-72.7139820909229,42.9891299952265
643,01045,Dale,-85.6109457052438,31.4304004259531
644,13081,Crisp,-83.767860288416,31.9230240357306
645,17073,Henry,-90.1329616610919,41.3533994027383
646,18063,Hendricks,-86.5118581183125,39.7696617395264
647,21087,Green,-85.5540744959894,37.2648432762479
648,47093,Knox,-83.9475700943738,35.9938743162565
649,48025,Bee,-97.7421559261013,28.4176166786707
650,38005,Benson,-99.369047539017,48.0686435098237
651,48279,Lamb,-102.351628880083,34.068596227969
652,72125,San Germán,-67.0354773093494,18.109740097352
653,55039,Fond du Lac,-88.4888532491545,43.7535490766493
654,56009,Converse,-105.508148882483,42.9729961388755
655,16061,Lewis,-116.432674531847,46.2315312472354
656,16067,Minidoka,-113.635798332883,42.8576918589814
657,17081,Jefferson,-88.9240025007281,38.2998005692021
658,38087,Slope,-103.460154735702,46.447377381659
659,54025,Greenbrier,-80.4533588080934,37.9463651999529
660,29069,Dunklin,-90.0912226024333,36.2718196000163
661,39125,Paulding,-84.5801017048655,41.1167634129747
662,22011,Beauregard,-93.3417361583217,30.6483651771747
663,31071,Garfield,-98.9911182720622,41.9142895478017
664,22033,East Baton Rouge,-91.0974249399133,30.5380803838126
665,22095,St. John the Baptist,-90.4753502366408,30.1259750020804
666,31019,Buffalo,-99.0750443211136,40.8548355518904
667,35028,Los Alamos,-106.313234345726,35.8661499728398
668,36099,Seneca,-76.8249706389963,42.7808100699488
669,21025,Breathitt,-83.319578506937,37.5233358549157
670,39131,Pike,-83.0676958401887,39.0763400087221
671,41023,Grant,-119.00569777388,44.4899828445451
672,47173,Union,-83.8365209376435,36.2858750908208
673,38095,Towner,-99.2456426487918,48.6856574491321
674,51690,Martinsville,-79.8635277130115,36.6821209376776
675,48431,Sterling,-101.050074584309,31.827819123797
676,48121,Denton,-97.1168583059249,33.2052597894861
677,54093,Tucker,-79.5705357606032,39.1124088473065
678,55121,Trempealeau,-91.3589333856696,44.3036001962528
679,72075,Juana Díaz,-66.4909515823594,18.0474757713889
680,13079,Crawford,-83.9806752428326,32.7138956072863
681,72119,Río Grande,-65.812892244039,18.3453482045702
682,45065,McCormick,-82.3224633888763,33.9243647919288
683,18167,Vigo,-87.3916902749771,39.4294456130409
684,12111,St. Lucie,-80.4710664933813,27.3776390814908
685,47185,White,-85.4574928495162,35.9292105952388
686,39027,Clinton,-83.8085228556901,39.4148580793902
687,48171,Gillespie,-98.9467691473599,30.3182409462423
688,41071,Yamhill,-123.307623137243,45.2334248975519
967,72115,Quebradillas,-66.9248077557453,18.4399126858881
689,26139,Ottawa,-85.9969106949682,42.9599680304245
690,51730,Petersburg,-77.3925937801002,37.2059513726267
691,01023,Choctaw,-88.2656443046595,32.0222734080812
692,06053,Monterey,-121.241333628538,36.21861381821
693,13111,Fannin,-84.3169637652218,34.8643022079849
694,21035,Calloway,-88.2731593046345,36.6209341075629
695,20125,Montgomery,-95.7432925755256,37.1923656765906
696,26029,Charlevoix,-85.196132738621,45.377863025372
697,26041,Delta,-86.9081638217936,45.904779611006
698,36045,Jefferson,-75.9465345742885,44.0420095877757
699,41029,Jackson,-122.728618786721,42.4312425342219
700,44003,Kent,-71.5762863671858,41.6709623508762
701,01043,Cullman,-86.8691536802605,34.1301884919814
702,20063,Gove,-100.482932072977,38.9158817843375
703,20067,Grant,-101.30797577292,37.5622733577484
704,13253,Seminole,-84.8682375783236,30.9346623922394
705,28075,Lauderdale,-88.6622966227461,32.4041976883343
706,18075,Jay,-85.00576228826,40.4378103183097
707,20033,Comanche,-99.2711324728872,37.1911451954149
708,27065,Kanabec,-93.2927519190313,45.9459309030425
709,47041,DeKalb,-85.8368936145678,35.9761627189758
710,29109,Lawrence,-93.8329309666033,37.1062663361202
711,21003,Allen,-86.1945754402656,36.751976312406
712,30033,Garfield,-106.99747293443,47.2739918012042
713,31075,Grant,-101.740701039727,41.9152858683001
714,41035,Klamath,-121.649261239586,42.6876331794087
715,51023,Botetourt,-79.8098601047878,37.5551923763428
716,05007,Benton,-94.2568081661749,36.3364465574527
717,12115,Sarasota,-82.3326324983603,27.1839964707438
718,26109,Menominee,-87.553776729453,45.5803430054154
719,36121,Wyoming,-78.2220265288679,42.7014784968661
720,46015,Brule,-99.0811895385278,43.7175637892589
721,01061,Geneva,-85.8357256671741,31.0938916459829
722,06059,Orange,-117.7645998208,33.7014751570088
723,17163,St. Clair,-89.9306342734873,38.4699603310564
724,19119,Lyon,-96.2092684515066,43.3810786251132
725,28087,Lowndes,-88.4419153045633,33.4738651814621
726,28009,Benton,-89.18945516158,34.8168122830402
727,31131,Otoe,-96.1337414179767,40.6484355645408
728,31153,Sarpy,-96.1115643234708,41.1131418131936
729,33011,Hillsborough,-71.7215740516456,42.9176107871392
730,36055,Monroe,-77.6932294208296,43.1463889548484
731,38023,Divide,-103.487361056824,48.8149387047865
732,42095,Northampton,-75.3050681944132,40.7521885840475
733,48273,Kleberg,-97.698949477398,27.4243550602849
734,51089,Henry,-79.8763418586361,36.6854243156797
735,49047,Uintah,-109.517816477145,40.1241247264953
736,02180,Nome,-164.035175659566,64.9028649092899
737,05019,Clark,-93.1748471297382,34.0461343171855
738,05013,Calhoun,-92.4997248187259,33.5559876280049
739,06007,Butte,-121.601699410789,39.6683970890584
740,17039,De Witt,-88.9095968166798,40.1751451942781
741,18079,Jennings,-85.6271078358002,38.9958888321527
742,21137,Lincoln,-84.6564677463246,37.4547261481359
743,28071,Lafayette,-89.4849096100213,34.3568787442159
744,53051,Pend Oreille,-117.274094851725,48.5323276438038
745,40127,Pushmataha,-95.376035049296,34.416352324452
746,42129,Westmoreland,-79.4661547587243,40.3137798012964
747,48065,Carson,-101.354266934399,35.4036592923553
748,48195,Hansford,-101.354579607062,36.2774328403112
749,51181,Surry,-76.8857533544193,37.1188107387083
750,46049,Faulk,-99.1453560072604,45.0708262505765
751,47139,Polk,-84.5207186727807,35.1224634065776
752,53023,Garfield,-117.545430631563,46.4319305956423
753,20007,Barber,-98.6846005316108,37.2288585991639
754,13219,Oconee,-83.4367956787087,33.8374997315225
755,13293,Upson,-84.3001167668612,32.879763743238
756,16045,Gem,-116.399947312754,44.0584199338231
757,17145,Perry,-89.3685621945178,38.0851085331568
819,45061,Lee,-80.2588437773769,34.1668193116122
758,54003,Berkeley,-78.0241460869552,39.4670462065047
759,28017,Chickasaw,-88.9481545002481,33.9198320182636
760,30041,Hill,-110.111286646293,48.6280213302394
761,21021,Boyle,-84.8633329588757,37.6267258780328
762,23003,Aroostook,-68.5984124811633,46.6592632140174
763,28151,Washington,-90.9419623674288,33.2839204125466
764,31015,Boyd,-98.7648656831876,42.8997274014868
765,35007,Colfax,-104.647265531053,36.6057597242881
766,39061,Hamilton,-84.5450307916057,39.1967333789015
767,39087,Lawrence,-82.5346655247218,38.5974345158683
768,48077,Clay,-98.2077119822446,33.7868668516027
769,51063,Floyd,-80.3692737239474,36.9252352256007
770,01051,Elmore,-86.1451903728423,32.6000255610191
771,21135,Lewis,-83.3773514396559,38.5318324849433
772,08041,El Paso,-104.525141119092,38.8324014912989
773,13217,Newton,-83.8454713997036,33.5551453793035
822,27103,Nicollet,-94.2505020566927,44.3528731004568
774,24041,Talbot,-76.1088256097007,38.7661815941357
775,35025,Lea,-103.413510926029,32.7945756670496
776,06001,Alameda,-121.892592451268,37.6465069351097
777,13131,Grady,-84.2341836442417,30.8745484720946
778,16057,Latah,-116.709718158423,46.8142169215798
779,17085,Jo Daviess,-90.2109440494898,42.3654237289225
780,16049,Idaho,-115.462314062263,45.8469822756381
781,21213,Simpson,-86.5804743517463,36.7405847388207
782,26009,Antrim,-85.1550374811511,44.9951713347812
783,26053,Gogebic,-89.6934999854246,46.4085809044852
784,31161,Sheridan,-102.412661327096,42.5028440584392
785,36015,Chemung,-76.7638804997857,42.1389105592087
786,36029,Erie,-78.7306309638358,42.7624874107482
787,39167,Washington,-81.4912138191245,39.4569057074807
788,37131,Northampton,-77.3962401812028,36.4172979822096
789,29095,Jackson,-94.3466965944281,39.0096405054414
790,50003,Bennington,-73.0933024626895,43.0331871224255
791,06067,Sacramento,-121.342658231085,38.4509815730373
792,05085,Lonoke,-91.8874090507902,34.7539064969578
793,06055,Napa,-122.332838986353,38.507357508677
794,12019,Clay,-81.856694142789,29.9826816708486
795,17137,Morgan,-90.2025510437451,39.7165454375613
796,18143,Scott,-85.7462785923867,38.6867207825623
797,27007,Beltrami,-94.9373213873102,47.9737352681194
798,28111,Perry,-88.9927759755273,31.1715692340624
799,28079,Leake,-89.5240204059041,32.7536828047826
800,21183,Ohio,-86.8536829481998,37.477509591477
801,35053,Socorro,-106.931186993933,34.0070979645413
802,48415,Scurry,-100.916266371007,32.7461380756195
803,48151,Fisher,-100.401930245685,32.7428131618713
804,54021,Gilmer,-80.8595138947077,38.9251184993226
805,48293,Limestone,-96.5809544383712,31.5454766980693
806,72037,Ceiba,-65.6492790421851,18.250286601145
820,16025,Camas,-114.806636581377,43.4663611987031
821,17095,Knox,-90.2133034019455,40.9314877937036
807,02150,Kodiak Island,-153.750530588549,57.6459925142881
808,08037,Eagle,-106.693363710349,39.627543083324
809,13121,Fulton,-84.4632150865095,33.792170989228
810,13177,Lee,-84.1457349039086,31.7791603473562
811,19049,Dallas,-94.0412412155744,41.6856175138933
812,28067,Jones,-89.168968998257,31.6225776719628
813,21049,Clark,-84.150337654357,37.9696136029723
814,21029,Bullitt,-85.6895561675214,37.9716252278333
815,22073,Ouachita,-92.1549545448115,32.4790946636303
816,29041,Chariton,-92.9629191019106,39.5149935683368
817,31005,Arthur,-101.695955850381,41.5689614191276
818,38103,Wells,-99.6590499781059,47.586145256558
823,21113,Jessamine,-84.5824842958378,37.8711634044445
824,27129,Renville,-94.9455373438611,44.7283638127965
825,16005,Bannock,-112.221832774253,42.6690102749696
826,39157,Tuscarawas,-81.4722626209633,40.4421469529378
827,39139,Richland,-82.5380061904856,40.7717954243661
828,42075,Lebanon,-76.4565184066392,40.3668031057356
829,46115,Spink,-98.3462660148263,44.9383760589572
830,46029,Codington,-97.1882767670103,44.9778811899897
831,47007,Bledsoe,-85.2061196682796,35.5994296806151
832,48209,Hays,-98.0294434361706,30.0566987311018
833,72129,San Lorenzo,-65.9773539084965,18.1447660308493
834,72053,Fajardo,-65.6449638594759,18.3341956099066
835,13275,Thomas,-83.9184728863744,30.8639234731752
836,13085,Dawson,-84.1695145706404,34.4423151660577
837,13211,Morgan,-83.4912949049901,33.5923207344685
838,36085,Richmond,-74.1480859797787,40.5858215513686
839,51195,Wise,-82.624896969417,36.9727940988368
840,29053,Cooper,-92.8089608061696,38.844478004554
841,29015,Benton,-93.2875611628871,38.295033054606
842,48313,Madison,-95.9291625308108,30.9667399329782
843,48331,Milam,-96.977252618461,30.7858192325696
1008,20173,Sedgwick,-97.4608198020322,37.6842718015312
844,01077,Lauderdale,-87.6562472882615,34.9017187549396
845,05003,Ashley,-91.7698470954493,33.1915346094549
846,06049,Modoc,-120.724481705743,41.5896560221839
847,13245,Richmond,-82.0702643233669,33.3577710659081
848,19071,Fremont,-95.6012904452503,40.7454272029594
849,21077,Gallatin,-84.8558381963505,38.7539869056811
850,24013,Carroll,-77.0236876073372,39.5646502193154
851,27073,Lac qui Parle,-96.1748909046714,44.9973873844269
852,21055,Crittenden,-88.0882609017669,37.3583923667179
853,37115,Madison,-82.7144641603862,35.8543233675218
854,40151,Woods,-98.8657306414276,36.7670578250424
855,45053,Jasper,-81.0249410838112,32.4319932433048
856,49033,Rich,-111.244510993863,41.6313766002046
857,51107,Loudoun,-77.6347273212234,39.0897866296093
858,51099,King George,-77.1585354722808,38.2681623066882
859,16033,Clark,-112.350650115646,44.2849220098205
860,18099,Marshall,-86.2618508734278,41.3246736702718
861,38057,Mercer,-101.831839918896,47.3121312605339
863,46031,Corson,-101.19704732559,45.7088998348088
864,47027,Clay,-85.5392801407257,36.5515014633635
865,18113,Noble,-85.4196499688094,41.3967529223197
866,21051,Clay,-83.7096507307426,37.1627581998988
867,37007,Anson,-80.0991585640192,34.9740978793054
868,17119,Madison,-89.9041317841459,38.8302336132399
869,37195,Wilson,-77.920255397474,35.7059233175845
870,47121,Meigs,-84.8169841214074,35.5112452681549
871,54077,Preston,-79.6671280338232,39.4677098653974
872,47095,Lake,-89.4892191538655,36.3418017018874
873,17165,Saline,-88.5411970600474,37.7533299897897
874,46055,Haakon,-101.539098995584,44.292990532675
875,47023,Chester,-88.6095984327849,35.4252595920908
876,21089,Greenup,-82.9215658016498,38.543325054476
877,20107,Linn,-94.8425408920243,38.2126784369302
878,19023,Butler,-92.7901597062212,42.7317283305481
879,24039,Somerset,-75.7511840188866,38.1163651603573
880,20155,Reno,-98.0848537350246,37.9510804976521
881,17197,Will,-87.9785957965786,41.446171915048
882,20149,Pottawatomie,-96.346243649352,39.3791193884736
883,16059,Lemhi,-113.928961947517,44.9428835295871
884,21205,Rowan,-83.4210964732117,38.1946559436097
885,21075,Fulton,-89.2014006813855,36.5523882701711
886,22031,De Soto,-93.7413310440471,32.054613776328
887,22081,Red River,-93.3421330818365,32.0953003939132
888,48153,Floyd,-101.303154588349,34.072274682064
889,48087,Collingsworth,-100.27001107835,34.9648949597212
890,55085,Oneida,-89.519043774093,45.7064154302193
891,54073,Pleasants,-81.1676888704751,39.3709336379704
892,20039,Decatur,-100.459408076684,39.7846844127882
893,16021,Boundary,-116.463014154224,48.7668921390861
894,35029,Luna,-107.750833693306,32.1817855794678
895,18173,Warrick,-87.2733261612379,38.092277460742
896,18059,Hancock,-85.7756635063312,39.8230455535886
897,19083,Hardin,-93.2365461133696,42.3835387678061
898,20209,Wyandotte,-94.763782591746,39.1172741377523
899,46105,Perkins,-102.47555862201,45.490495055318
900,28055,Issaquena,-90.9739282801336,32.7253135893189
901,47149,Rutherford,-86.4107263005572,35.8459140542145
902,28139,Tippah,-88.907451605308,34.7690822736179
903,21007,Ballard,-88.9942813971864,37.0584451650198
904,29141,Morgan,-92.8879185895474,38.4181764974305
905,39057,Greene,-83.8903136943378,39.691170336107
906,48003,Andrews,-102.637654829099,32.3046863290854
907,40103,Noble,-97.2292867351299,36.3895332932536
908,42081,Lycoming,-77.0632226882425,41.3445793622211
909,46097,Miner,-97.6099220692352,44.0219788243271
910,19001,Adair,-94.4710587413157,41.3307560884542
911,48217,Hill,-97.1342353371755,31.9904455565787
912,17083,Jersey,-90.3539307254507,39.0886904646558
913,12015,Charlotte,-81.9294912091851,26.9013100179472
914,08033,Dolores,-108.521158549759,37.7520867563268
915,18039,Elkhart,-85.8587569498977,41.5976116905805
916,39173,Wood,-83.622851083016,41.3622482727817
917,21179,Nelson,-85.4657193030935,37.8033577913481
918,04027,Yuma,-113.906667431736,32.7689571212509
919,37137,Pamlico,-76.6591801203925,35.1545794046384
920,55061,Kewaunee,-87.6146838554278,44.5172745861812
921,47129,Morgan,-84.6487956513299,36.1324707139047
922,72069,Humacao,-65.8109302760141,18.1489261170096
923,06087,Santa Cruz,-122.006609955756,37.0557919708288
924,51007,Amelia,-77.9847703272734,37.3407089445288
925,06091,Sierra,-120.522999877794,39.5779721637656
926,08079,Mineral,-106.928169759721,37.6695428328682
927,51035,Carroll,-80.7366685447325,36.7323499060421
928,08057,Jackson,-106.340886348484,40.6660495433398
929,01069,Houston,-85.2994457163317,31.1519878438857
930,12131,Walton,-86.1693566423698,30.6420402828272
931,53069,Wahkiakum,-123.425132255478,46.2920874098762
932,13087,Decatur,-84.5761999783668,30.8796723811539
933,13315,Wilcox,-83.4343855527359,31.9749692833278
934,28113,Pike,-90.4039257170892,31.1750778860996
935,28033,DeSoto,-89.9909141826399,34.8762523486921
936,54063,Monroe,-80.5457840857235,37.5627361482039
937,46129,Walworth,-100.030751416074,45.4301963582941
938,47099,Lawrence,-87.3973725725716,35.2180665856624
939,21165,Menifee,-83.5998934768693,37.940923810734
940,39141,Ross,-83.0595297634831,39.3336597519027
941,28069,Kemper,-88.6410576632566,32.7546294613511
942,01065,Hale,-87.6328498839717,32.7603925791344
943,29023,Butler,-90.4043205000749,36.7155150632643
944,19103,Johnson,-91.5875474353999,41.6716935357194
945,51057,Essex,-76.9423244150391,37.9339824614877
946,39079,Jackson,-82.6181856018329,39.0191425432394
947,38073,Ransom,-97.6574250434488,46.456217819766
948,42119,Union,-77.0577973753088,40.9624612303737
949,36083,Rensselaer,-73.5108986494842,42.7134800712776
950,37071,Gaston,-81.1743907593072,35.2939860018819
951,42121,Venango,-79.7584544873183,41.4032344209411
952,01011,Bullock,-85.7126457606666,32.100295249792
953,48191,Hall,-100.681385208553,34.5307555001408
954,20001,Allen,-95.3001829642123,37.8854752068552
955,48085,Collin,-96.5726436832571,33.1882011375757
956,48091,Comal,-98.2765089411772,29.8081038153438
957,51077,Grayson,-81.2324314534527,36.6568176137747
958,19055,Delaware,-91.3664492007968,42.4710459687555
959,12081,Manatee,-82.3177470585619,27.4708297963938
960,08069,Larimer,-105.462578416358,40.6667159688629
961,48289,Leon,-95.9926256750843,31.2980157801166
962,19079,Hamilton,-93.7019569388305,42.3838474340665
963,13033,Burke,-81.9992872117427,33.059179892873
964,39117,Morrow,-82.7892798909562,40.5236129282664
965,28047,Harrison,-89.1246757579905,30.5135975234809
966,72071,Isabela,-67.0022314982225,18.4487940065735
968,72085,Las Piedras,-65.8684265051356,18.1883153935621
969,27111,Otter Tail,-95.7081646104571,46.4087924233595
970,28057,Itawamba,-88.3606732991685,34.2799347486487
971,13147,Hart,-82.9656768158561,34.3462697335998
972,20183,Smith,-98.7856567765982,39.7851664429464
973,26055,Grand Traverse,-85.555851623162,44.6956558239435
974,19085,Harrison,-95.8155843869439,41.6833013700919
975,21175,Morgan,-83.2556212525365,37.924644937886
976,37087,Haywood,-82.9834732674667,35.5539805717434
977,45031,Darlington,-79.9602676446867,34.333527636361
978,30035,Glacier,-112.993423476874,48.7051357598187
979,39107,Mercer,-84.6291274191876,40.5404304642739
980,12051,Hendry,-81.1670232328342,26.555756973815
981,48143,Erath,-98.2177341677416,32.2360265313555
982,17139,Moultrie,-88.6209996869298,39.6418745125562
983,20031,Coffey,-95.7337951536101,38.2365017960858
984,17029,Coles,-88.2235855667679,39.5194908377353
985,21109,Jackson,-83.9982746116792,37.4186653107174
986,37069,Franklin,-78.2875057822681,36.0816956718192
987,19053,Decatur,-93.7864594851397,40.7374275670699
988,47157,Shelby,-89.8969242247125,35.1864774996056
1050,27051,Grant,-96.0113960884993,45.934247685726
989,48119,Delta,-95.6722357959364,33.3864232597078
990,13151,Henry,-84.1506806048429,33.4527811573017
991,17129,Menard,-89.8024585226127,40.0274176550799
992,39119,Muskingum,-81.9436344876226,39.9657597289895
993,39121,Noble,-81.4593718341561,39.7681885112362
994,08099,Prowers,-102.392605193247,37.9554498524677
995,17157,Randolph,-89.825122540203,38.0509536898895
996,13051,Chatham,-81.1248768062163,32.000402189371
997,19113,Linn,-91.5980948545966,42.0792308224299
998,48229,Hudspeth,-105.386384676741,31.4547281759522
999,18065,Henry,-85.3962571926655,39.9302901670131
1000,21227,Warren,-86.4267275139729,36.9990304471295
1001,40015,Caddo,-98.3753390212455,35.1736748742523
1002,48225,Houston,-95.4210069484269,31.3199655434124
1003,48369,Parmer,-102.784466830729,34.5299340940509
1004,46103,Pennington,-102.824122500194,44.0026234281976
1005,46021,Campbell,-100.051018084461,45.7707491530278
1006,12069,Lake,-81.712775756335,28.7593180032935
1007,41007,Clatsop,-123.660540628222,45.9971324990427
1009,36109,Tompkins,-76.4722984306528,42.4494576455958
1010,29073,Gasconade,-91.5084727393176,38.4394619733715
1011,30097,Sweet Grass,-109.941316559583,45.8148044340827
1012,38045,LaMoure,-98.5355213578554,46.4568651411131
1013,05045,Faulkner,-92.3364438477882,35.1466166736978
1014,20205,Wilson,-95.7432325542969,37.5593717412362
1015,26071,Iron,-88.5312760426345,46.2097274797575
1016,26075,Jackson,-84.4225868111997,42.2480703492404
1017,37037,Chatham,-79.2550918049884,35.7028797342047
1018,48325,Medina,-99.1103029823257,29.3557300953226
1019,49049,Utah,-111.665786025248,40.1166707472825
1020,37193,Wilkes,-81.1618699425625,36.2080622405542
1021,46091,Marshall,-97.5985563900017,45.758708379697
1022,48377,Presidio,-104.240807939207,29.9995440209845
1023,08111,San Juan,-107.676328854639,37.7624898087684
1024,19149,Plymouth,-96.2136661698003,42.7376331251276
1025,17179,Tazewell,-89.5140466192373,40.507161850969
1026,13091,Dodge,-83.1729727944572,32.1754330799973
1027,08085,Montrose,-108.264573064553,38.4016953034295
1028,48421,Sherman,-101.893315580163,36.2775147306039
1029,48427,Starr,-98.7389235765755,26.5615005924765
1030,29113,Lincoln,-90.9570386468533,39.0549990886559
1031,31023,Butler,-97.1310630630274,41.2270369226913
1032,17183,Vermilion,-87.7338435940157,40.1841717063938
1033,26019,Benzie,-86.0160835643957,44.639006545802
1034,22057,Lafourche,-90.4097698571334,29.5247022593973
1035,17037,DeKalb,-88.7695848290885,41.8937330164816
1036,21177,Muhlenberg,-87.1461926340416,37.2143072421132
1037,48345,Motley,-100.77972203674,34.074087661019
1038,36057,Montgomery,-74.4401163182061,42.901234944522
1039,40029,Coal,-96.2979874735964,34.5884012746541
